1,삼성전자,64100
2,에이비프로바이오,2370
3,아시아나항공,4970
4,셀트리온,294500
5,헬릭스미스,30000
6,박셀바이오,122800
7,대한항공,23050
8,우정바이오,12300
9,신성이엔지,3895
10,현대차,179000
